step,time,i,j,k,x,y,z,state
100,5,4,4,17,0.45,0.45,0.175,1
100,5,4,4,18,0.45,0.45,0.185,1
100,5,4,4,19,0.45,0.45,0.195,1
100,5,4,4,20,0.45,0.45,0.205,1
100,5,4,4,21,0.45,0.45,0.215,1
100,5,4,4,22,0.45,0.45,0.225,1
100,5,4,4,23,0.45,0.45,0.235,1
100,5,4,4,24,0.45,0.45,0.245,1
100,5,4,4,25,0.45,0.45,0.255,1
100,5,4,4,26,0.45,0.45,0.265,1
100,5,4,4,27,0.45,0.45,0.275,1
100,5,4,4,28,0.45,0.45,0.285,1
100,5,4,4,29,0.45,0.45,0.295,1
100,5,4,4,30,0.45,0.45,0.305,1
100,5,4,4,31,0.45,0.45,0.315,1
100,5,4,4,32,0.45,0.45,0.325,1
100,5,4,4,33,0.45,0.45,0.335,1
100,5,4,4,34,0.45,0.45,0.345,1
100,5,4,4,35,0.45,0.45,0.355,1
100,5,4,4,36,0.45,0.45,0.365,1
100,5,4,4,37,0.45,0.45,0.375,1
100,5,4,4,38,0.45,0.45,0.385,1
100,5,4,4,39,0.45,0.45,0.395,1
100,5,4,4,40,0.45,0.45,0.405,1
100,5,4,4,41,0.45,0.45,0.415,1
100,5,4,4,42,0.45,0.45,0.425,1
100,5,4,4,43,0.45,0.45,0.435,1
100,5,4,4,44,0.45,0.45,0.445,1
100,5,4,5,0,0.45,0.55,0.005,1
100,5,4,5,1,0.45,0.55,0.015,1
100,5,4,5,2,0.45,0.55,0.025,1
100,5,4,5,3,0.45,0.55,0.035,1
100,5,4,5,4,0.45,0.55,0.045,2
100,5,4,5,5,0.45,0.55,0.055,1
100,5,4,5,6,0.45,0.55,0.065,1
100,5,4,5,7,0.45,0.55,0.075,1
100,5,4,5,8,0.45,0.55,0.085,1
100,5,4,5,9,0.45,0.55,0.095,1
100,5,4,5,10,0.45,0.55,0.105,1
100,5,4,5,11,0.45,0.55,0.115,1
100,5,4,5,12,0.45,0.55,0.125,1
100,5,4,5,13,0.45,0.55,0.135,1
100,5,4,5,14,0.45,0.55,0.145,1
100,5,4,5,15,0.45,0.55,0.155,1
100,5,4,5,16,0.45,0.55,0.165,1
100,5,4,5,17,0.45,0.55,0.175,1
100,5,4,5,18,0.45,0.55,0.185,1
100,5,4,5,19,0.45,0.55,0.195,1
100,5,4,5,20,0.45,0.55,0.205,1
100,5,4,5,21,0.45,0.55,0.215,1
100,5,4,5,22,0.45,0.55,0.225,1
100,5,4,5,23,0.45,0.55,0.235,1
100,5,4,5,24,0.45,0.55,0.245,1
100,5,4,5,25,0.45,0.55,0.255,1
100,5,4,5,26,0.45,0.55,0.265,1
100,5,4,5,27,0.45,0.55,0.275,1
100,5,4,5,28,0.45,0.55,0.285,1
100,5,4,5,29,0.45,0.55,0.295,1
100,5,4,5,30,0.45,0.55,0.305,1
100,5,4,5,31,0.45,0.55,0.315,1
100,5,4,5,32,0.45,0.55,0.325,1
100,5,4,5,33,0.45,0.55,0.335,1
100,5,4,5,34,0.45,0.55,0.345,1
100,5,4,5,35,0.45,0.55,0.355,1
100,5,4,5,36,0.45,0.55,0.365,1
100,5,4,5,37,0.45,0.55,0.375,1
100,5,4,5,38,0.45,0.55,0.385,1
100,5,4,5,39,0.45,0.55,0.395,1
100,5,4,5,40,0.45,0.55,0.405,1
100,5,4,5,41,0.45,0.55,0.415,1
100,5,4,5,42,0.45,0.55,0.425,1
100,5,4,5,43,0.45,0.55,0.435,1
100,5,4,5,44,0.45,0.55,0.445,1
